# fueleconomy.gov vehicles dataset, downloaded 2026-05-23, filtered years 2009-2022
year,make,model,mpg_combined,body_type
2011,Cadillac,Escalade ESV 2WD,16.0,Sport Utility Vehicle - 2WD
2011,Cadillac,Escalade ESV AWD,14.0,Sport Utility Vehicle - 4WD
2011,Cadillac,Escalade Ext AWD,14.0,Sport Utility Vehicle - 4WD
2011,Cadillac,Escalade Hybrid 2WD,21.0,Sport Utility Vehicle - 2WD
2011,Cadillac,Escalade Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2011,Cadillac,Funeral Coach / Hearse,14.0,Large Cars
2011,Cadillac,Limousine,14.0,Large Cars
2011,Cadillac,SRX 2WD,20.0,Sport Utility Vehicle - 2WD
2011,Cadillac,SRX AWD,18.5,Sport Utility Vehicle - 4WD
2011,Cadillac,STS,21.0,Midsize Cars
2011,Cadillac,STS AWD,21.0,Midsize Cars
2011,Chevrolet,Avalanche 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Avalanche 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Aveo,28.5,Compact Cars
2011,Chevrolet,Aveo 5,28.5,Subcompact Cars
2011,Chevrolet,Camaro,20.0,Compact Cars
2011,Chevrolet,Colorado 2WD,20.0,Small Pickup Trucks 2WD
2011,Chevrolet,Colorado 4WD,19.5,Small Pickup Trucks 4WD
2011,Chevrolet,Colorado Cab Chassis inc 2WD,17.0,Small Pickup Trucks 2WD
2011,Chevrolet,Colorado Cab Chassis inc 4WD,18.0,Small Pickup Trucks 4WD
2011,Chevrolet,Colorado Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2011,Chevrolet,Colorado Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2011,Chevrolet,Corvette,18.0,Two Seaters
2011,Chevrolet,Cruze,28.0,Midsize Cars
2011,Chevrolet,Cruze Eco,31.0,Midsize Cars
2011,Chevrolet,Equinox AWD,19.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Equinox FWD,20.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Express 1500 2WD Cargo,16.0,"Vans, Cargo Type"
2011,Chevrolet,Express 1500 2WD Conversion Cargo,14.0,"Vans, Cargo Type"
2011,Chevrolet,Express 1500 2WD Passenger,14.0,"Vans, Passenger Type"
2011,Chevrolet,Express 1500 AWD Cargo,14.0,"Vans, Cargo Type"
2011,Chevrolet,Express 1500 AWD Conversion Cargo,14.0,"Vans, Cargo Type"
2011,Chevrolet,Express 1500 AWD Passenger,14.0,"Vans, Passenger Type"
2011,Chevrolet,Express 2500 2WD Cargo,12.0,"Vans, Cargo Type"
2011,Chevrolet,Express 2500 2WD Conversion Cargo,12.0,"Vans, Cargo Type"
2011,Chevrolet,Express 2500 2WD Passenger,13.0,"Vans, Passenger Type"
2011,Chevrolet,Express 3500 2WD Cargo,12.0,"Vans, Cargo Type"
2011,Chevrolet,Express 3500 2WD Passenger,12.0,"Vans, Passenger Type"
2011,Chevrolet,HHR FWD,24.5,Sport Utility Vehicle - 2WD
2011,Chevrolet,HHR Panel FWD,24.5,Sport Utility Vehicle - 2WD
2011,Chevrolet,Impala,22.0,Large Cars
2011,Chevrolet,Malibu,26.0,Midsize Cars
2011,Chevrolet,Silverado 15 Hybrid 2WD,21.0,Standard Pickup Trucks 2WD
2011,Chevrolet,Silverado 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2011,Chevrolet,Silverado C15 2WD,16.5,Standard Pickup Trucks 2WD
2011,Chevrolet,Silverado C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2011,Chevrolet,Silverado K15 4WD,15.5,Standard Pickup Trucks 4WD
2011,Chevrolet,Suburban 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Suburban 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Suburban 2500 2WD,12.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Suburban 2500 4WD,12.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Tahoe 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Tahoe 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Tahoe Hybrid 2WD,21.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Tahoe Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Traverse AWD,19.0,Sport Utility Vehicle - 4WD
2011,Chevrolet,Traverse FWD,19.0,Sport Utility Vehicle - 2WD
2011,Chevrolet,Volt,37.0,Compact Cars
2011,Chrysler,200,23.0,Midsize Cars
2011,Chrysler,200 Convertible,22.0,Compact Cars
2011,Chrysler,300,21.0,Large Cars
2011,Chrysler,300 AWD,18.0,Large Cars
2011,Chrysler,Town and Country,20.0,Minivan - 2WD
2011,Dodge,Avenger,23.0,Midsize Cars
2011,Dodge,Caliber,24.5,Small Station Wagons
2011,Dodge,Challenger,19.0,Compact Cars
2011,Dodge,Challenger SRT8,16.5,Compact Cars
2011,Dodge,Charger,21.0,Large Cars
2011,Dodge,Charger AWD,18.0,Large Cars
2011,Dodge,Dakota Pickup 2WD,16.5,Standard Pickup Trucks 2WD
2011,Dodge,Dakota Pickup 4WD,15.0,Standard Pickup Trucks 4WD
2011,Dodge,Durango 2WD,17.5,Sport Utility Vehicle - 2WD
2011,Dodge,Durango 4WD,16.5,Sport Utility Vehicle - 4WD
2011,Dodge,Grand Caravan,20.0,Minivan - 2WD
2011,Dodge,Journey AWD,19.0,Sport Utility Vehicle - 4WD
2011,Dodge,Journey FWD,21.0,Sport Utility Vehicle - 2WD
2011,Dodge,Nitro 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Dodge,Nitro 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Dodge,Ram 1500 Pickup 2WD,16.0,Standard Pickup Trucks 2WD
2011,Dodge,Ram 1500 Pickup 4WD,15.0,Standard Pickup Trucks 4WD
2011,Ferrari,458 Italia,14.0,Two Seaters
2011,Ferrari,599 GTB Fiorano,12.5,Two Seaters
2011,Ferrari,599 GTO,12.0,Two Seaters
2011,Ferrari,599 SA Aperta,12.0,Two Seaters
2011,Ferrari,612 Scaglietti,11.5,Midsize Cars
2011,Ferrari,California,15.0,Minicompact Cars
2011,Ford,Crown Victoria FFV,19.0,Large Cars
2011,Ford,E150 Van FFV,14.5,"Vans, Cargo Type"
2011,Ford,E150 Wagon FFV,13.5,"Vans, Passenger Type"
2011,Ford,E250 Van FFV,14.5,"Vans, Cargo Type"
2011,Ford,E350 Van,12.0,"Vans, Cargo Type"
2011,Ford,E350 Van FFV,13.0,"Vans, Cargo Type"
2011,Ford,E350 Wagon,11.0,"Vans, Passenger Type"
2011,Ford,E350 Wagon FFV,13.0,"Vans, Passenger Type"
2011,Ford,Edge AWD,20.0,Sport Utility Vehicle - 4WD
2011,Ford,Edge FWD,21.0,Sport Utility Vehicle - 2WD
2011,Ford,Escape 4WD,22.0,Sport Utility Vehicle - 4WD
2011,Ford,Escape 4WD FFV,20.0,Sport Utility Vehicle - 4WD
2011,Ford,Escape FWD,24.0,Sport Utility Vehicle - 2WD
2011,Ford,Escape FWD FFV,21.0,Sport Utility Vehicle - 2WD
2011,Ford,Escape Hybrid 4WD,29.0,Sport Utility Vehicle - 4WD
2011,Ford,Escape Hybrid FWD,32.0,Sport Utility Vehicle - 2WD
2011,Ford,Expedition 2WD FFV,16.0,Sport Utility Vehicle - 2WD
2011,Ford,Expedition 4WD FFV,15.0,Sport Utility Vehicle - 4WD
2011,Ford,Expedition Limo. 2WD FFV,13.0,Sport Utility Vehicle - 2WD
2011,Ford,Explorer 4WD,19.0,Sport Utility Vehicle - 4WD
2011,Ford,Explorer FWD,20.0,Sport Utility Vehicle - 2WD
2011,Ford,F150 Pickup 2WD,18.0,Standard Pickup Trucks 2WD
2011,Ford,F150 Pickup 2WD FFV,18.0,Standard Pickup Trucks 2WD
2011,Ford,F150 Pickup 4WD,17.0,Standard Pickup Trucks 4WD
2011,Ford,F150 Pickup 4WD FFV,17.0,Standard Pickup Trucks 4WD
2011,Ford,F150 Raptor Pickup 4WD,12.0,Standard Pickup Trucks 4WD
2011,Ford,Fiesta,31.5,Subcompact Cars
2011,Ford,Fiesta SFE,33.0,Subcompact Cars
2011,Ford,Flex AWD,18.0,Sport Utility Vehicle - 4WD
2011,Ford,Flex FWD,19.0,Sport Utility Vehicle - 2WD
2011,Ford,Focus FWD,28.5,Compact Cars
2011,Ford,Fusion AWD,19.0,Midsize Cars
2011,Ford,Fusion AWD FFV,20.0,Midsize Cars
2011,Ford,Fusion FWD,24.0,Midsize Cars
2011,Ford,Fusion FWD FFV,23.0,Midsize Cars
2011,Ford,Fusion Hybrid FWD,38.0,Midsize Cars
2011,Ford,Fusion S FWD,25.0,Midsize Cars
2011,Ford,Mustang,20.0,Subcompact Cars
2011,Ford,Mustang Convertible,23.0,Subcompact Cars
2011,Ford,Ranger 2WD,19.0,Small Pickup Trucks 2WD
2011,Ford,Ranger 4WD,16.5,Small Pickup Trucks 4WD
2011,Ford,Taurus AWD,20.0,Large Cars
2011,Ford,Taurus FWD,21.5,Large Cars
2011,Ford,Transit Connect,22.0,Special Purpose Vehicle 2WD
2011,GMC,Acadia AWD,19.0,Sport Utility Vehicle - 4WD
2011,GMC,Acadia FWD,19.0,Sport Utility Vehicle - 2WD
2011,GMC,Canyon 2WD,20.0,Small Pickup Trucks 2WD
2011,GMC,Canyon 4WD,19.5,Small Pickup Trucks 4WD
2011,GMC,Canyon Cab Chassis Inc 2WD,17.0,Small Pickup Trucks 2WD
2011,GMC,Canyon Cab Chassis Inc 4WD,18.0,Small Pickup Trucks 4WD
2011,GMC,Canyon Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2011,GMC,Canyon Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2011,GMC,Savana 1500  AWD (cargo),14.0,"Vans, Cargo Type"
2011,GMC,Savana 1500  AWD Conversion (cargo),14.0,"Vans, Cargo Type"
2011,GMC,Savana 1500 2WD (Passenger),13.5,"Vans, Passenger Type"
2011,GMC,Savana 1500 2WD (cargo),16.0,"Vans, Cargo Type"
2011,GMC,Savana 1500 2WD Conversion (cargo),14.0,"Vans, Cargo Type"
2011,GMC,Savana 1500 AWD (Passenger),14.0,"Vans, Passenger Type"
2011,GMC,Savana 2500 2WD (Passenger),13.0,"Vans, Passenger Type"
2011,GMC,Savana 2500 2WD (cargo),12.0,"Vans, Cargo Type"
2011,GMC,Savana 2500 2WD Conversion (cargo),12.0,"Vans, Cargo Type"
2011,GMC,Savana 3500 2WD (Passenger),12.0,"Vans, Passenger Type"
2011,GMC,Savana 3500 2WD (cargo),12.0,"Vans, Cargo Type"
2011,GMC,Sierra 15 Hybrid 2WD,21.0,Standard Pickup Trucks 2WD
2011,GMC,Sierra 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2011,GMC,Sierra C15 2WD,16.5,Standard Pickup Trucks 2WD
2011,GMC,Sierra C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2011,GMC,Sierra K15 4WD,15.5,Standard Pickup Trucks 4WD
2011,GMC,Sierra K15 AWD,14.0,Standard Pickup Trucks 4WD
2011,GMC,Terrain AWD,19.0,Sport Utility Vehicle - 4WD
2011,GMC,Terrain FWD,20.0,Sport Utility Vehicle - 2WD
2011,GMC,Yukon 1500 2WD,16.5,Sport Utility Vehicle - 2WD
2011,GMC,Yukon 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon 1500 Hybrid 2WD,21.0,Sport Utility Vehicle - 2WD
2011,GMC,Yukon 1500 Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon Denali 1500 AWD,15.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon Denali 1500 Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon XL 1500 2WD,16.5,Sport Utility Vehicle - 2WD
2011,GMC,Yukon XL 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon XL 1500 AWD,14.0,Sport Utility Vehicle - 4WD
2011,GMC,Yukon XL 2500 2WD,12.0,Sport Utility Vehicle - 2WD
2011,GMC,Yukon XL 2500 4WD,12.0,Sport Utility Vehicle - 4WD
2011,Honda,Accord,26.0,Large Cars
2011,Honda,Accord Coupe,24.5,Compact Cars
2011,Honda,Accord Crosstour 2WD,21.0,Sport Utility Vehicle - 2WD
2011,Honda,Accord Crosstour 4WD,21.0,Sport Utility Vehicle - 4WD
2011,Honda,CR-V 2WD,24.0,Sport Utility Vehicle - 2WD
2011,Honda,CR-V 4WD,23.0,Sport Utility Vehicle - 4WD
2011,Honda,CR-Z,35.0,Two Seaters
2011,Honda,Civic,29.0,Subcompact Cars
2011,Honda,Civic CNG,28.0,Subcompact Cars
2011,Honda,Civic Hybrid,41.0,Compact Cars
2011,Honda,Element 2WD,22.0,Sport Utility Vehicle - 2WD
2011,Honda,Element 4WD,20.5,Sport Utility Vehicle - 4WD
2011,Honda,Fit,30.0,Small Station Wagons
2011,Honda,Insight,40.0,Compact Cars
2011,Honda,Odyssey,21.5,Minivan - 2WD
2011,Honda,Pilot 2WD,19.0,Sport Utility Vehicle - 2WD
2011,Honda,Pilot 4WD,18.0,Sport Utility Vehicle - 4WD
2011,Honda,Ridgeline Truck 4WD,17.0,Standard Pickup Trucks 4WD
2011,Hyundai,Accent,30.0,Compact Cars
2011,Hyundai,Accent Blue,29.0,Compact Cars
2011,Hyundai,Azera,22.0,Large Cars
2011,Hyundai,Elantra,32.0,Midsize Cars
2011,Hyundai,Elantra Touring,26.0,Small Station Wagons
2011,Hyundai,Entourage,21.0,Minivan - 2WD
2011,Hyundai,Equus,18.0,Large Cars
2011,Hyundai,Genesis,20.5,Large Cars
2011,Hyundai,Genesis Coupe,21.5,Subcompact Cars
2011,Hyundai,Santa Fe 2WD,22.0,Sport Utility Vehicle - 2WD
2011,Hyundai,Santa Fe 4WD,22.0,Sport Utility Vehicle - 4WD
2011,Hyundai,Sonata,26.0,Large Cars
2011,Hyundai,Sonata Hybrid,36.0,Midsize Cars
2011,Hyundai,Tucson 2WD,24.0,Sport Utility Vehicle - 2WD
2011,Hyundai,Tucson 4WD,23.0,Sport Utility Vehicle - 4WD
2011,Hyundai,Veracruz 2WD,19.0,Sport Utility Vehicle - 2WD
2011,Hyundai,Veracruz 4WD,18.0,Sport Utility Vehicle - 4WD
2011,Infiniti,EX35,20.0,Small Station Wagons
2011,Infiniti,EX35 AWD,19.0,Small Station Wagons
2011,Infiniti,FX35 AWD,18.0,Sport Utility Vehicle - 4WD
2011,Infiniti,FX35 RWD,19.0,Sport Utility Vehicle - 2WD
2011,Infiniti,FX50 AWD,16.0,Sport Utility Vehicle - 4WD
2011,Infiniti,G25,23.0,Midsize Cars
2011,Infiniti,G25x,22.0,Midsize Cars
2011,Infiniti,G37 Convertible,19.5,Subcompact Cars
2011,Infiniti,G37 Coupe,20.5,Subcompact Cars
2011,Infiniti,G37x Coupe,20.0,Subcompact Cars
2011,Infiniti,M37,21.0,Midsize Cars
2011,Infiniti,M37x,20.0,Midsize Cars
2011,Infiniti,M56,19.0,Midsize Cars
2011,Infiniti,M56x,18.0,Midsize Cars
2011,Infiniti,QX56 2WD,16.0,Sport Utility Vehicle - 2WD
2011,Infiniti,QX56 4WD,16.0,Sport Utility Vehicle - 4WD
2011,Jaguar,XF,18.0,Midsize Cars
2011,Jaguar,XJ,18.0,Large Cars
2011,Jaguar,XJ LWB,17.5,Large Cars
2011,Jaguar,XK,18.0,Minicompact Cars
2011,Jaguar,XK Convertible,17.5,Minicompact Cars
2011,Jeep,Compass 2WD,24.5,Sport Utility Vehicle - 2WD
2011,Jeep,Compass 4WD,23.0,Sport Utility Vehicle - 4WD
2011,Jeep,Grand Cherokee 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Jeep,Grand Cherokee 4WD,18.0,Sport Utility Vehicle - 4WD
2011,Jeep,Liberty 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Jeep,Liberty 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Jeep,Patriot 2WD,24.5,Sport Utility Vehicle - 2WD
2011,Jeep,Patriot 4WD,23.0,Sport Utility Vehicle - 4WD
2011,Jeep,Wrangler 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Kia,Borrego 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Kia,Borrego 4WD,17.5,Sport Utility Vehicle - 4WD
2011,Kia,Forte,27.0,Midsize Cars
2011,Kia,Forte Eco,30.0,Midsize Cars
2011,Kia,Forte Koup,26.5,Compact Cars
2011,Kia,Optima,27.0,Midsize Cars
2011,Kia,Optima Hybrid,36.0,Midsize Cars
2011,Kia,Rio,30.0,Compact Cars
2011,Kia,Rondo,21.5,Midsize Station Wagons
2011,Kia,Sedona,21.0,Minivan - 2WD
2011,Kia,Sorento 2WD,22.0,Sport Utility Vehicle - 2WD
2011,Kia,Sorento 4WD,21.5,Sport Utility Vehicle - 4WD
2011,Kia,Soul,26.5,Small Station Wagons
2011,Kia,Sportage 2WD,24.0,Sport Utility Vehicle - 2WD
2011,Kia,Sportage 4WD,23.0,Sport Utility Vehicle - 4WD
2011,Lamborghini,Gallardo Coupe,15.5,Two Seaters
2011,Lamborghini,Gallardo Spyder,15.0,Two Seaters
2011,Land Rover,LR2,18.0,Sport Utility Vehicle - 4WD
2011,Land Rover,LR4,14.0,Sport Utility Vehicle - 4WD
2011,Land Rover,Range Rover,14.5,Sport Utility Vehicle - 4WD
2011,Land Rover,Range Rover Sport,14.5,Sport Utility Vehicle - 4WD
2011,Lexus,CT 200h,42.0,Compact Cars
2011,Lexus,ES 350,22.0,Midsize Cars
2011,Lexus,GS 350,21.0,Midsize Cars
2011,Lexus,GS 350 AWD,20.0,Midsize Cars
2011,Lexus,GS 450h,23.0,Compact Cars
2011,Lexus,GS 460,20.0,Midsize Cars
2011,Lexus,GX 460,17.0,Sport Utility Vehicle - 4WD
2011,Lexus,HS 250h,34.0,Compact Cars
2011,Lexus,IS 250 AWD,22.0,Subcompact Cars
2011,Lexus,IS 250/IS 250C,23.0,Subcompact Cars
2011,Lexus,IS 350 AWD,20.0,Subcompact Cars
2011,Lexus,IS 350/IS 350C,22.0,Subcompact Cars
2011,Lexus,IS F,18.0,Subcompact Cars
2011,Lexus,LS 460,19.0,Midsize Cars
2011,Lexus,LS 460 AWD,18.0,Midsize Cars
2011,Lexus,LS 460 L,19.0,Midsize Cars
2011,Lexus,LS 460 L AWD,18.0,Midsize Cars
2011,Lexus,LS 600h L,20.0,Midsize Cars
2011,Lexus,LX 570,14.0,Sport Utility Vehicle - 4WD
2011,Lexus,RX 350 2WD,21.0,Sport Utility Vehicle - 2WD
2011,Lexus,RX 350 AWD,20.0,Sport Utility Vehicle - 4WD
2011,Lexus,RX 450h,29.0,Sport Utility Vehicle - 2WD
2011,Lexus,RX 450h AWD,28.0,Sport Utility Vehicle - 4WD
2011,Lincoln,MKS AWD,19.5,Large Cars
2011,Lincoln,MKS FWD,19.0,Large Cars
2011,Lincoln,MKT AWD,18.0,Sport Utility Vehicle - 4WD
2011,Lincoln,MKT FWD,19.0,Sport Utility Vehicle - 2WD
2011,Lincoln,MKT Hearse AWD,16.0,Sport Utility Vehicle - 4WD
2011,Lincoln,MKX AWD,19.0,Sport Utility Vehicle - 4WD
2011,Lincoln,MKX FWD,21.0,Sport Utility Vehicle - 2WD
2011,Lincoln,MKZ AWD,19.0,Midsize Cars
2011,Lincoln,MKZ FWD,21.0,Midsize Cars
2011,Lincoln,MKZ Hybrid FWD,38.0,Midsize Cars
2011,Lincoln,Navigator 2WD FFV,16.0,Sport Utility Vehicle - 2WD
2011,Lincoln,Navigator 4WD FFV,15.0,Sport Utility Vehicle - 4WD
2011,Lincoln,Navigator Limo. 2WD FFV,13.0,Sport Utility Vehicle - 2WD
2011,Lincoln,Town Car FFV,19.0,Large Cars
2011,Lotus,Elise/Exige,22.5,Two Seaters
2011,Lotus,Evora,21.0,Minicompact Cars
2011,MINI,Clubman,30.0,Subcompact Cars
2011,MINI,Cooper,31.5,Minicompact Cars
2011,MINI,Cooper Convertible,30.0,Minicompact Cars
2011,MINI,Cooper Countryman,28.5,Compact Cars
2011,MINI,Cooper S,29.0,Minicompact Cars
2011,MINI,Cooper S Clubman,29.0,Subcompact Cars
2011,MINI,Cooper S Convertible,29.0,Minicompact Cars
2011,MINI,Cooper S Countryman,28.0,Compact Cars
2011,MINI,Cooper S Countryman All4,26.5,Compact Cars
2011,MINI,John Cooper Works,28.0,Minicompact Cars
2011,MINI,John Cooper Works Clubman,28.0,Subcompact Cars
2011,MINI,John Cooper Works Convertible,28.0,Minicompact Cars
2011,Mahindra,TR40,20.0,Standard Pickup Trucks 4WD
2011,Maserati,GranTurismo,15.0,Subcompact Cars
2011,Maserati,GranTurismo Convertible,15.0,Subcompact Cars
2011,Maserati,Quattroporte,14.5,Large Cars
2011,Maybach,57,12.0,Large Cars
2011,Maybach,57S,12.0,Large Cars
2011,Maybach,62,12.0,Large Cars
2011,Maybach,62S,12.0,Large Cars
2011,Mazda,2,30.0,Compact Cars
2011,Mazda,3,26.0,Compact Cars
2011,Mazda,6,24.0,Midsize Cars
2011,Mazda,CX-7 2WD,21.5,Sport Utility Vehicle - 2WD
2011,Mazda,CX-7 4WD,19.0,Sport Utility Vehicle - 4WD
2011,Mazda,CX-9 2WD,19.0,Sport Utility Vehicle - 2WD
2011,Mazda,CX-9 4WD,19.0,Sport Utility Vehicle - 4WD
2011,Mazda,MX-5,24.0,Two Seaters
2011,Mazda,RX-8,18.5,Subcompact Cars
2011,Mazda,Speed 3,21.0,Midsize Cars
2011,Mazda,Tribute 4WD,22.0,Sport Utility Vehicle - 4WD
2011,Mazda,Tribute 4WD FFV,20.0,Sport Utility Vehicle - 4WD
2011,Mazda,Tribute FWD,24.0,Sport Utility Vehicle - 2WD
2011,Mazda,Tribute FWD FFV,21.0,Sport Utility Vehicle - 2WD
2011,Mazda,Tribute Hybrid 2WD,32.0,Sport Utility Vehicle - 2WD
2011,Mazda,Tribute Hybrid 4WD,29.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,C300,21.0,Compact Cars
2011,Mercedes-Benz,C300 4matic,20.0,Compact Cars
2011,Mercedes-Benz,C350,20.0,Compact Cars
2011,Mercedes-Benz,C63 AMG,15.0,Compact Cars
2011,Mercedes-Benz,CL550 4matic,18.0,Compact Cars
2011,Mercedes-Benz,CL600,14.0,Compact Cars
2011,Mercedes-Benz,CL63 AMG,17.0,Compact Cars
2011,Mercedes-Benz,CL65 AMG,14.0,Compact Cars
2011,Mercedes-Benz,CLS550,16.0,Compact Cars
2011,Mercedes-Benz,CLS63 AMG,14.0,Compact Cars
2011,Mercedes-Benz,E350,20.0,Midsize Cars
2011,Mercedes-Benz,E350 4matic,19.0,Midsize Cars
2011,Mercedes-Benz,E350 4matic (wagon),19.0,Midsize Station Wagons
2011,Mercedes-Benz,E350 Convertible,20.0,Subcompact Cars
2011,Mercedes-Benz,E350 Coupe,20.0,Subcompact Cars
2011,Mercedes-Benz,E550,18.0,Midsize Cars
2011,Mercedes-Benz,E550 4matic,18.0,Midsize Cars
2011,Mercedes-Benz,E550 Convertible,17.0,Subcompact Cars
2011,Mercedes-Benz,E550 Coupe,18.0,Subcompact Cars
2011,Mercedes-Benz,E63 AMG,15.0,Midsize Cars
2011,Mercedes-Benz,G55 AMG,12.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,G550,13.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,GL450 4matic,15.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,GL550 4matic,14.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,GLK350,18.0,Sport Utility Vehicle - 2WD
2011,Mercedes-Benz,GLK350 4matic,18.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,ML350,17.0,Sport Utility Vehicle - 2WD
2011,Mercedes-Benz,ML350 4matic,17.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,ML450 Hybrid 4matic,22.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,ML550 4matic,15.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,ML63 AMG,12.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,R350 4matic,16.0,Sport Utility Vehicle - 4WD
2011,Mercedes-Benz,S400 Hybrid,21.0,Large Cars
2011,Mercedes-Benz,S550,18.0,Large Cars
2011,Mercedes-Benz,S550 4matic,17.0,Large Cars
2011,Mercedes-Benz,S600,14.0,Large Cars
2011,Mercedes-Benz,S63 AMG,18.0,Large Cars
2011,Mercedes-Benz,S65 AMG,14.0,Large Cars
2011,Mercedes-Benz,SL550,17.0,Two Seaters
2011,Mercedes-Benz,SL63 AMG,14.0,Two Seaters
2011,Mercedes-Benz,SL65 AMG,14.0,Two Seaters
2011,Mercedes-Benz,SLK300,20.5,Two Seaters
2011,Mercedes-Benz,SLK350,20.5,Two Seaters
2011,Mercedes-Benz,SLS AMG,16.0,Two Seaters
2011,Mercury,Grand Marquis FFV,19.0,Large Cars
2011,Mercury,Mariner 4WD,22.0,Sport Utility Vehicle - 4WD
2011,Mercury,Mariner 4WD FFV,20.0,Sport Utility Vehicle - 4WD
2011,Mercury,Mariner FWD,23.0,Sport Utility Vehicle - 2WD
2011,Mercury,Mariner FWD FFV,21.0,Sport Utility Vehicle - 2WD
2011,Mercury,Mariner Hybrid 4WD,29.0,Sport Utility Vehicle - 4WD
2011,Mercury,Mariner Hybrid FWD,32.0,Sport Utility Vehicle - 2WD
2011,Mercury,Milan AWD FFV,20.0,Midsize Cars
2011,Mercury,Milan FWD,25.0,Midsize Cars
2011,Mercury,Milan FWD FFV,23.0,Midsize Cars
2011,Mercury,Milan Hybrid FWD,38.0,Midsize Cars
2011,Mercury,Milan S FWD,25.0,Midsize Cars
2011,Mitsubishi,Eclipse,23.0,Subcompact Cars
2011,Mitsubishi,Eclipse Spyder,21.0,Minicompact Cars
2011,Mitsubishi,Endeavor 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Mitsubishi,Endeavor AWD,17.0,Sport Utility Vehicle - 4WD
2011,Mitsubishi,Galant,24.0,Midsize Cars
2011,Mitsubishi,Lancer,26.0,Compact Cars
2011,Mitsubishi,Lancer Evolution,19.0,Compact Cars
2011,Mitsubishi,Lancer Sportback,25.0,Small Station Wagons
2011,Mitsubishi,Outlander 2WD,23.5,Sport Utility Vehicle - 2WD
2011,Mitsubishi,Outlander 4WD,22.5,Sport Utility Vehicle - 4WD
2011,Mitsubishi,Outlander Sport 2WD,26.5,Sport Utility Vehicle - 2WD
2011,Mitsubishi,Outlander Sport 4WD,26.0,Sport Utility Vehicle - 4WD
2011,Nissan,370Z,21.5,Two Seaters
2011,Nissan,370Z Roadster,20.0,Two Seaters
2011,Nissan,Altima,24.0,Midsize Cars
2011,Nissan,Altima Coupe,24.5,Subcompact Cars
2011,Nissan,Altima Hybrid,33.0,Midsize Cars
2011,Nissan,Armada 2WD,15.0,Sport Utility Vehicle - 2WD
2011,Nissan,Armada 2WD FFV,15.0,Sport Utility Vehicle - 2WD
2011,Nissan,Armada 4WD,14.0,Sport Utility Vehicle - 4WD
2011,Nissan,Armada 4WD FFV,14.0,Sport Utility Vehicle - 4WD
2011,Nissan,Cube,27.5,Small Station Wagons
2011,Nissan,Frontier 2WD,18.0,Small Pickup Trucks 2WD
2011,Nissan,Frontier 4WD,16.5,Small Pickup Trucks 4WD
2011,Nissan,GT-R,17.0,Subcompact Cars
2011,Nissan,Juke,28.0,Small Station Wagons
