# fueleconomy.gov vehicles dataset, downloaded 2026-05-23, filtered years 2009-2022
year,make,model,mpg_combined,body_type
2022,Acura,MDX FWD,22.0,Small Sport Utility Vehicle 2WD
2022,Acura,NSX Hybrid,21.0,Two Seaters
2022,Acura,RDX AWD,23.0,Small Sport Utility Vehicle 4WD
2022,Acura,RDX AWD A-SPEC,23.0,Small Sport Utility Vehicle 4WD
2022,Acura,RDX FWD,24.0,Small Sport Utility Vehicle 2WD
2022,Acura,RDX FWD A-SPEC,24.0,Small Sport Utility Vehicle 2WD
2022,Acura,TLX AWD,24.0,Compact Cars
2022,Acura,TLX AWD A-SPEC,24.0,Compact Cars
2022,Acura,TLX FWD,25.0,Compact Cars
2022,Acura,TLX FWD A-SPEC,25.0,Compact Cars
2022,Acura,TLX Type-S,21.0,Compact Cars
2022,Acura,TLX Type-S Perf Tire,21.0,Compact Cars
2022,Alfa Romeo,Giulia,23.5,Midsize Cars
2022,Alfa Romeo,Giulia AWD,26.0,Midsize Cars
2022,Alfa Romeo,Stelvio,25.0,Small Sport Utility Vehicle 2WD
2022,Alfa Romeo,Stelvio AWD,21.5,Small Sport Utility Vehicle 4WD
2022,Aston Martin,DB11 V12,17.0,Minicompact Cars
2022,Aston Martin,DB11 V8,20.0,Minicompact Cars
2022,Aston Martin,DBS,17.0,Minicompact Cars
2022,Aston Martin,DBX V8,16.0,Standard Sport Utility Vehicle 4WD
2022,Aston Martin,Vantage V8,20.0,Two Seaters
2022,Audi,A3,32.0,Subcompact Cars
2022,Audi,A3 quattro,31.0,Subcompact Cars
2022,Audi,A4 S line quattro,27.0,Compact Cars
2022,Audi,A4 allroad quattro,26.0,Small Station Wagons
2022,Audi,A4 quattro,29.0,Compact Cars
2022,Audi,A5 Cabriolet quattro,26.0,Subcompact Cars
2022,Audi,A5 Coupe quattro,27.0,Subcompact Cars
2022,Audi,A5 Sportback S line quattro,27.0,Midsize Cars
2022,Audi,A5 Sportback quattro,29.0,Midsize Cars
2022,Audi,A6 Allroad quattro,23.0,Midsize Station Wagons
2022,Audi,A6 quattro,25.0,Midsize Cars
2022,Audi,A7 TFSI e quattro,27.0,Midsize Cars
2022,Audi,A7 quattro,24.0,Midsize Cars
2022,Audi,A8 L quattro,22.0,Large Cars
2022,Audi,Q3 S line quattro,24.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q3 quattro,26.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q4 e-tron Sportback quattro,95.0,Standard Sport Utility Vehicle 4WD
2022,Audi,Q4 e-tron quattro,95.0,Standard Sport Utility Vehicle 4WD
2022,Audi,Q5 S line quattro,25.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q5 Sportback S line quattro,25.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q5 TFSI e quattro,26.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q5 quattro,25.0,Small Sport Utility Vehicle 4WD
2022,Audi,Q7 quattro,21.0,Standard Sport Utility Vehicle 4WD
2022,Audi,Q8 quattro,20.0,Standard Sport Utility Vehicle 4WD
2022,Audi,R8 Coupe,15.0,Two Seaters
2022,Audi,R8 Coupe RWD,17.0,Two Seaters
2022,Audi,R8 Spyder,15.0,Two Seaters
2022,Audi,R8 Spyder RWD,17.0,Two Seaters
2022,Audi,RS 3,23.0,Subcompact Cars
2022,Audi,RS 5 Coupe,21.0,Subcompact Cars
2022,Audi,RS 5 Sportback,21.0,Midsize Cars
2022,Audi,RS 6 Avant,17.0,Midsize Station Wagons
2022,Audi,RS 7,17.0,Midsize Cars
2022,Audi,RS Q8,15.0,Standard Sport Utility Vehicle 4WD
2022,Audi,RS e-tron GT,81.0,Midsize Cars
2022,Audi,S3,27.0,Subcompact Cars
2022,Audi,S4,24.0,Compact Cars
2022,Audi,S5 Cabriolet,23.0,Subcompact Cars
2022,Audi,S5 Coupe,24.0,Subcompact Cars
2022,Audi,S5 Sportback,24.0,Midsize Cars
2022,Audi,S6,22.0,Midsize Cars
2022,Audi,S7,22.0,Midsize Cars
2022,Audi,S8,17.0,Large Cars
2022,Audi,SQ5,21.0,Small Sport Utility Vehicle 4WD
2022,Audi,SQ5 Sportback,21.0,Small Sport Utility Vehicle 4WD
2022,Audi,SQ7,17.0,Standard Sport Utility Vehicle 4WD
2022,Audi,SQ8,17.0,Standard Sport Utility Vehicle 4WD
2022,Audi,TT Coupe quattro,26.0,Subcompact Cars
2022,Audi,TT RS Coupe,23.0,Subcompact Cars
2022,Audi,TT Roadster quattro,26.0,Two Seaters
2022,Audi,TTS Coupe quattro,26.0,Subcompact Cars
2022,Audi,e-tron GT,82.0,Midsize Cars
2022,Audi,e-tron S (20in wheels),73.0,Standard Sport Utility Vehicle 4WD
2022,Audi,e-tron S (21/22 inch wheels),63.0,Standard Sport Utility Vehicle 4WD
2022,Audi,e-tron S Sportback (20 inch wheels),75.0,Standard Sport Utility Vehicle 4WD
2022,Audi,e-tron S Sportback (21/22 inch wheels),65.0,Standard Sport Utility Vehicle 4WD
2022,Audi,e-tron Sportback quattro,77.0,Standard Sport Utility Vehicle 4WD
2022,Audi,e-tron quattro,78.0,Standard Sport Utility Vehicle 4WD
2022,BMW,228i Gran Coupe,28.0,Compact Cars
2022,BMW,228i xDrive Gran Coupe,27.0,Compact Cars
2022,BMW,230i Coupe,29.0,Subcompact Cars
2022,BMW,330e Sedan,28.0,Compact Cars
2022,BMW,330e xDrive Sedan,25.0,Compact Cars
2022,BMW,330i Sedan,30.0,Compact Cars
2022,BMW,330i xDrive Sedan,28.0,Compact Cars
2022,BMW,430i Convertible,28.0,Subcompact Cars
2022,BMW,430i Coupe,28.0,Subcompact Cars
2022,BMW,430i Gran Coupe,28.0,Compact Cars
2022,BMW,430i xDrive Convertible,27.0,Subcompact Cars
2022,BMW,430i xDrive Coupe,27.0,Subcompact Cars
2022,BMW,530e Sedan,26.0,Compact Cars
2022,BMW,530e xDrive Sedan,25.0,Compact Cars
2022,BMW,530i Sedan,28.0,Midsize Cars
2022,BMW,530i xDrive Sedan,26.0,Midsize Cars
2022,BMW,540i Sedan,27.0,Midsize Cars
2022,BMW,540i xDrive Sedan,25.0,Midsize Cars
2022,BMW,740i Sedan,25.0,Large Cars
2022,BMW,740i xDrive Sedan,23.0,Large Cars
2022,BMW,745e xDrive,22.0,Large Cars
2022,BMW,750i xDrive Sedan,19.0,Large Cars
2022,BMW,840i Convertible,25.0,Subcompact Cars
2022,BMW,840i Coupe,25.0,Subcompact Cars
2022,BMW,840i Gran Coupe,25.0,Midsize Cars
2022,BMW,840i xDrive Convertible,23.0,Subcompact Cars
2022,BMW,840i xDrive Coupe,23.0,Subcompact Cars
2022,BMW,840i xDrive Gran Coupe,23.0,Midsize Cars
2022,BMW,Alpina B7 xDrive,19.0,Large Cars
2022,BMW,Alpina B8 Gran Coupe,19.0,Midsize Cars
2022,BMW,Alpina XB7,17.0,Standard Sport Utility Vehicle 4WD
2022,BMW,M235i xDrive Gran Coupe,26.0,Compact Cars
2022,BMW,M240i xDrive Coupe,26.0,Subcompact Cars
2022,BMW,M3 Competition M xDrive Sedan,18.0,Compact Cars
2022,BMW,M3 Competition Sedan,19.0,Compact Cars
2022,BMW,M3 Sedan,19.0,Compact Cars
2022,BMW,M340i Sedan,26.0,Compact Cars
2022,BMW,M340i xDrive Sedan,26.0,Compact Cars
2022,BMW,M4 Competition Coupe,19.0,Subcompact Cars
2022,BMW,M4 Competition M xDrive Convertible,18.0,Subcompact Cars
2022,BMW,M4 Competition M xDrive Coupe,18.0,Subcompact Cars
2022,BMW,M4 Coupe,19.0,Subcompact Cars
2022,BMW,M440i Convertible,26.0,Subcompact Cars
2022,BMW,M440i Coupe,28.0,Subcompact Cars
2022,BMW,M440i xDrive Convertible,26.0,Subcompact Cars
2022,BMW,M440i xDrive Coupe,26.0,Subcompact Cars
2022,BMW,M440i xDrive Gran Coupe,25.0,Compact Cars
2022,BMW,M5 CS Sedan,17.0,Midsize Cars
2022,BMW,M5 Competition Sedan,17.0,Midsize Cars
2022,BMW,M5 Sedan,17.0,Midsize Cars
2022,BMW,M550i xDrive Sedan,20.0,Midsize Cars
2022,BMW,M760i xDrive Sedan,16.0,Large Cars
2022,BMW,M8 Competition Convertible,17.0,Subcompact Cars
2022,BMW,M8 Competition Coupe,17.0,Subcompact Cars
2022,BMW,M8 Competition Gran Coupe,17.0,Midsize Cars
2022,BMW,M850i xDrive Convertible,19.0,Subcompact Cars
2022,BMW,M850i xDrive Coupe,20.0,Subcompact Cars
2022,BMW,M850i xDrive Gran Coupe,19.0,Midsize Cars
2022,BMW,X1 sDrive28i,27.0,Large Cars
2022,BMW,X1 xDrive28i,26.0,Large Cars
2022,BMW,X2 M35i,26.0,Midsize Cars
2022,BMW,X2 sDrive28i,27.0,Midsize Cars
2022,BMW,X2 xDrive28i,27.0,Midsize Cars
2022,BMW,X3 M,17.0,Small Sport Utility Vehicle 4WD
2022,BMW,X3 M Competition,17.0,Small Sport Utility Vehicle 4WD
2022,BMW,X3 M40i,23.0,Small Sport Utility Vehicle 4WD
2022,BMW,X3 sDrive30i,25.0,Small Sport Utility Vehicle 2WD
2022,BMW,X3 xDrive30i,24.0,Small Sport Utility Vehicle 4WD
2022,BMW,X4 M,17.0,Small Sport Utility Vehicle 4WD
2022,BMW,X4 M Competition,17.0,Small Sport Utility Vehicle 4WD
2022,BMW,X4 M40i,23.0,Small Sport Utility Vehicle 4WD
2022,BMW,X4 xDrive30i,24.0,Small Sport Utility Vehicle 4WD
2022,BMW,X5 M,15.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X5 M Competition,15.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X5 M50i,18.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X5 sDrive40i,23.0,Standard Sport Utility Vehicle 2WD
2022,BMW,X5 xDrive40i,23.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X5 xDrive45e,20.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X6 M,15.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X6 M Competition,15.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X6 M50i,18.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X6 xDrive40i,23.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X7 M50i,17.0,Standard Sport Utility Vehicle 4WD
2022,BMW,X7 xDrive40i,21.0,Standard Sport Utility Vehicle 4WD
2022,BMW,Z4 M40i,25.0,Two Seaters
2022,BMW,Z4 sDrive30i,28.0,Two Seaters
2022,BMW,i4 M50 Gran Coupe (19 inch wheels),96.0,Subcompact Cars
2022,BMW,i4 M50 Gran Coupe (20 inch wheels),80.0,Subcompact Cars
2022,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),109.0,Subcompact Cars
2022,BMW,i4 eDrive40 Gran Coupe (19 inch wheels),99.0,Subcompact Cars
2022,BMW,iX xDrive50 (20 inch wheels),86.0,Standard Sport Utility Vehicle 4WD
2022,BMW,iX xDrive50 (21 inch wheels),83.0,Standard Sport Utility Vehicle 4WD
2022,BMW,iX xDrive50 (22 inch wheels),86.0,Standard Sport Utility Vehicle 4WD
2022,Bentley,Bentayga,18.0,Standard Sport Utility Vehicle 4WD
2022,Bentley,Bentayga Speed,14.0,Standard Sport Utility Vehicle 4WD
2022,Bentley,Continental GT,19.0,Subcompact Cars
2022,Bentley,Continental GT Speed,15.0,Subcompact Cars
2022,Bentley,Continental GT Speed Convertible,14.0,Minicompact Cars
2022,Bentley,Continental GT V8 Convertible,19.0,Minicompact Cars
2022,Bentley,Flying Spur,16.0,Midsize Cars
2022,Bentley,Flying Spur Hybrid,19.0,Midsize Cars
2022,Bugatti,Chiron,11.0,Two Seaters
2022,Bugatti,Chiron Pur Sport,9.0,Two Seaters
2022,Bugatti,Chiron Super Sport,9.0,Two Seaters
2022,Buick,Enclave AWD,20.0,Standard Sport Utility Vehicle 4WD
2022,Buick,Enclave FWD,21.0,Standard Sport Utility Vehicle 2WD
2022,Buick,Encore AWD,26.0,Small Sport Utility Vehicle 4WD
2022,Buick,Encore FWD,27.0,Small Sport Utility Vehicle 2WD
2022,Buick,Encore GX AWD,27.0,Small Sport Utility Vehicle 4WD
2022,Buick,Encore GX FWD,30.0,Small Sport Utility Vehicle 2WD
2022,Buick,Envision AWD,25.0,Small Sport Utility Vehicle 4WD
2022,Buick,Envision FWD,26.0,Small Sport Utility Vehicle 2WD
2022,Cadillac,CT4,26.0,Compact Cars
2022,Cadillac,CT4 AWD,25.0,Compact Cars
2022,Cadillac,CT4 V,19.0,Compact Cars
2022,Cadillac,CT4 V AWD,23.0,Compact Cars
2022,Cadillac,CT5,24.5,Midsize Cars
2022,Cadillac,CT5 AWD,23.0,Midsize Cars
2022,Cadillac,CT5 V,16.0,Midsize Cars
2022,Cadillac,CT5 V AWD,21.0,Midsize Cars
2022,Cadillac,Escalade 2WD,16.0,Standard Sport Utility Vehicle 2WD
2022,Cadillac,Escalade 4WD,16.0,Standard Sport Utility Vehicle 4WD
2022,Cadillac,XT4 AWD,24.0,Small Sport Utility Vehicle 4WD
2022,Cadillac,XT4 FWD,26.0,Small Sport Utility Vehicle 2WD
2022,Cadillac,XT5 AWD,22.0,Small Sport Utility Vehicle 4WD
2022,Cadillac,XT5 FWD,22.5,Small Sport Utility Vehicle 2WD
2022,Cadillac,XT5 Hearse AWD,21.0,Special Purpose Vehicle 4WD
2022,Cadillac,XT5 Hearse FWD,21.0,Special Purpose Vehicle 2WD
2022,Cadillac,XT5 Limo AWD,21.0,Special Purpose Vehicle 4WD
2022,Cadillac,XT5 Limo FWD,21.0,Special Purpose Vehicle 2WD
2022,Cadillac,XT6 AWD,22.0,Small Sport Utility Vehicle 4WD
2022,Cadillac,XT6 FWD,22.0,Small Sport Utility Vehicle 2WD
2022,Chevrolet,Blazer AWD,22.5,Small Sport Utility Vehicle 4WD
2022,Chevrolet,Blazer FWD,23.5,Small Sport Utility Vehicle 2WD
2022,Chevrolet,Bolt EUV,115.0,Small Station Wagons
2022,Chevrolet,Bolt EV,120.0,Small Station Wagons
2022,Chevrolet,Camaro,20.0,Subcompact Cars
2022,Chevrolet,Colorado 2WD,22.0,Small Pickup Trucks 2WD
2022,Chevrolet,Colorado 4WD,21.0,Small Pickup Trucks 4WD
2022,Chevrolet,Colorado ZR2 4WD,18.0,Small Pickup Trucks 4WD
2022,Chevrolet,Corvette,19.0,Two Seaters
2022,Chevrolet,Equinox AWD,27.0,Small Sport Utility Vehicle 4WD
2022,Chevrolet,Equinox FWD,28.0,Small Sport Utility Vehicle 2WD
2022,Chevrolet,Malibu,29.0,Midsize Cars
2022,Chevrolet,Silverado 2WD,18.0,Standard Pickup Trucks 2WD
2022,Chevrolet,Silverado 4WD,17.0,Standard Pickup Trucks 4WD
2022,Chevrolet,Silverado 4WD ZR2,15.0,Standard Pickup Trucks 4WD
2022,Chevrolet,Silverado Cab Chassis 2WD,16.0,Special Purpose Vehicle 2WD
2022,Chevrolet,Silverado Cab Chassis 4WD,15.0,Special Purpose Vehicle 4WD
2022,Chevrolet,Silverado Mud Terrain Tires 4WD,15.0,Standard Pickup Trucks 4WD
2022,Chevrolet,Spark,33.0,Subcompact Cars
2022,Chevrolet,Spark ACTIV,32.5,Subcompact Cars
2022,Chevrolet,Suburban 2WD,17.0,Standard Sport Utility Vehicle 2WD
2022,Chevrolet,Suburban 4WD,16.0,Standard Sport Utility Vehicle 4WD
2022,Chevrolet,Tahoe 2WD,17.0,Standard Sport Utility Vehicle 2WD
2022,Chevrolet,Tahoe 4WD,16.0,Standard Sport Utility Vehicle 4WD
2022,Chevrolet,Trailblazer AWD,28.0,Small Sport Utility Vehicle 4WD
2022,Chevrolet,Trailblazer FWD,30.5,Small Sport Utility Vehicle 2WD
2022,Chevrolet,Traverse AWD,20.0,Standard Sport Utility Vehicle 4WD
2022,Chevrolet,Traverse FWD,21.0,Standard Sport Utility Vehicle 2WD
2022,Chevrolet,Trax AWD,26.0,Small Sport Utility Vehicle 4WD
2022,Chevrolet,Trax FWD,27.0,Small Sport Utility Vehicle 2WD
2022,Chrysler,300,21.0,Large Cars
2022,Chrysler,300 AWD,21.0,Large Cars
2022,Chrysler,Pacifica,22.0,Minivan - 2WD
2022,Chrysler,Pacifica AWD,20.0,Minivan - 4WD
2022,Chrysler,Pacifica Hybrid,30.0,Minivan - 2WD
2022,Chrysler,Voyager,22.0,Minivan - 2WD
2022,Dodge,Challenger,18.0,Midsize Cars
2022,Dodge,Challenger AWD,21.0,Midsize Cars
2022,Dodge,Challenger SRT,16.0,Midsize Cars
2022,Dodge,Challenger SRT Widebody,15.5,Midsize Cars
2022,Dodge,Challenger Widebody,17.5,Midsize Cars
2022,Dodge,Charger,19.0,Large Cars
2022,Dodge,Charger AWD,21.0,Large Cars
2022,Dodge,Charger SRT Widebody,15.0,Large Cars
2022,Dodge,Charger Widebody,18.0,Large Cars
2022,Dodge,Durango AWD,19.0,Standard Sport Utility Vehicle 4WD
2022,Dodge,Durango RWD,19.0,Standard Sport Utility Vehicle 2WD
2022,Dodge,Durango SRT AWD,15.0,Standard Sport Utility Vehicle 4WD
2022,Ferrari,296 GTB,18.0,Two Seaters
2022,Ferrari,812 Competizione,14.0,Two Seaters
2022,Ferrari,812 GTS,13.0,Two Seaters
2022,Ferrari,F8 Spider,16.0,Two Seaters
2022,Ferrari,F8 Tributo,16.0,Two Seaters
2022,Ferrari,Portofino M,19.0,Minicompact Cars
2022,Ferrari,Roma,19.0,Subcompact Cars
2022,Ferrari,SF90 Spider,17.0,Two Seaters
2022,Ferrari,SF90 Stradale,18.0,Two Seaters
2022,Fiat,500X AWD,26.0,Small Sport Utility Vehicle 4WD
2022,Ford,Bronco 4WD,20.0,Small Sport Utility Vehicle 4WD
2022,Ford,Bronco Badlands 4WD,17.0,Small Sport Utility Vehicle 4WD
2022,Ford,Bronco Black Diamond 4WD,18.0,Small Sport Utility Vehicle 4WD
2022,Ford,Bronco Raptor 4WD,15.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Bronco Sasquatch 4WD,18.0,Small Sport Utility Vehicle 4WD
2022,Ford,Bronco Sport 4WD,24.5,Small Sport Utility Vehicle 4WD
2022,Ford,EcoSport AWD,25.0,Small Sport Utility Vehicle 4WD
2022,Ford,Edge AWD,23.0,Small Sport Utility Vehicle 4WD
2022,Ford,Escape AWD,27.0,Small Sport Utility Vehicle 4WD
2022,Ford,Escape AWD HEV,40.0,Small Sport Utility Vehicle 4WD
2022,Ford,Escape FWD,30.0,Small Sport Utility Vehicle 2WD
2022,Ford,Escape FWD HEV,41.0,Small Sport Utility Vehicle 2WD
2022,Ford,Escape FWD PHEV,40.0,Small Sport Utility Vehicle 2WD
2022,Ford,Expedition 2WD,19.0,Standard Sport Utility Vehicle 2WD
2022,Ford,Expedition 4WD,18.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Expedition Timberline AWD,17.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Explorer AWD,21.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Explorer FFV AWD,19.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Explorer HEV AWD,25.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Explorer HEV RWD,27.0,Standard Sport Utility Vehicle 2WD
2022,Ford,Explorer Platinum HEV AWD,23.0,Standard Sport Utility Vehicle 4WD
2022,Ford,Explorer Platinum HEV RWD,26.0,Standard Sport Utility Vehicle 2WD
2022,Ford,Explorer RWD,22.0,Standard Sport Utility Vehicle 2WD
2022,Ford,Explorer Timberline AWD,20.5,Standard Sport Utility Vehicle 4WD
2022,Ford,F-150 Lightning 4WD,68.0,Standard Pickup Trucks 4WD
2022,Ford,F-150 Lightning 4WD Extended Range,70.0,Standard Pickup Trucks 4WD
2022,Ford,F-150 Lightning Platinum 4WD,66.0,Standard Pickup Trucks 4WD
2022,Ford,F150 Pickup 2WD,20.0,Standard Pickup Trucks 2WD
2022,Ford,F150 Pickup 2WD FFV,20.0,Standard Pickup Trucks 2WD
2022,Ford,F150 Pickup 2WD HEV,25.0,Standard Pickup Trucks 2WD
2022,Ford,F150 Pickup 4WD,20.0,Standard Pickup Trucks 4WD
2022,Ford,F150 Pickup 4WD FFV,19.0,Standard Pickup Trucks 4WD
2022,Ford,F150 Pickup 4WD HEV,23.0,Standard Pickup Trucks 4WD
2022,Ford,F150 Pickup Tremor 4WD,18.0,Standard Pickup Trucks 4WD
2022,Ford,F150 RAPTOR 37 4WD,15.0,Standard Pickup Trucks 4WD
2022,Ford,F150 RAPTOR 4WD,15.5,Standard Pickup Trucks 4WD
2022,Ford,GT,14.0,Two Seaters
2022,Ford,Maverick AWD,25.0,Small Pickup Trucks 4WD
2022,Ford,Maverick FWD,26.0,Small Pickup Trucks 2WD
2022,Ford,Maverick HEV FWD,37.0,Small Pickup Trucks 2WD
2022,Ford,Mustang,24.0,Subcompact Cars
2022,Ford,Mustang Convertible,23.0,Subcompact Cars
2022,Ford,Mustang HO Convertible,21.5,Subcompact Cars
2022,Ford,Mustang HO Coupe,22.5,Subcompact Cars
2022,Ford,Mustang Mach 1,17.5,Subcompact Cars
2022,Ford,Mustang Mach-E AWD,93.0,Small Sport Utility Vehicle 4WD
2022,Ford,Mustang Mach-E AWD Extended,91.0,Small Sport Utility Vehicle 4WD
2022,Ford,Mustang Mach-E CAL RT 1 ER AWD,98.0,Small Sport Utility Vehicle 4WD
2022,Ford,Mustang Mach-E CAL RT 1 ER RWD,101.0,Small Sport Utility Vehicle 2WD
2022,Ford,Mustang Mach-E GT,84.0,Small Sport Utility Vehicle 4WD
2022,Ford,Mustang Mach-E GT Performance,82.0,Small Sport Utility Vehicle 4WD
2022,Ford,Mustang Mach-E RWD,103.0,Small Sport Utility Vehicle 2WD
2022,Ford,Mustang Mach-E RWD Extended,97.0,Small Sport Utility Vehicle 2WD
2022,Ford,Ranger 2WD,22.5,Standard Pickup Trucks 2WD
2022,Ford,Ranger 4WD,21.5,Standard Pickup Trucks 4WD
2022,Ford,Ranger Tremor 4WD,19.0,Standard Pickup Trucks 4WD
2022,Ford,Shelby GT500 Mustang,14.0,Subcompact Cars
2022,Ford,Transit Connect USPS,22.0,Special Purpose Vehicle 2WD
2022,Ford,Transit Connect Van FFV,25.0,Special Purpose Vehicle 2WD
2022,Ford,Transit Connect Van FWD,23.5,Special Purpose Vehicle 2WD
2022,Ford,Transit Connect Wagon LWB FFV,26.0,Special Purpose Vehicle 2WD
2022,Ford,Transit Connect Wagon LWB FWD,24.0,Special Purpose Vehicle 2WD
2022,Ford,Transit T150 Wagon 2WD FFV,17.0,"Vans, Passenger Type"
2022,Ford,Transit T150 Wagon 4WD FFV,16.0,"Vans, Passenger Type"
2022,GMC,Acadia AWD,22.5,Standard Sport Utility Vehicle 4WD
2022,GMC,Acadia FWD,23.5,Standard Sport Utility Vehicle 2WD
2022,GMC,Canyon 2WD,22.0,Small Pickup Trucks 2WD
2022,GMC,Canyon 4WD,21.0,Small Pickup Trucks 4WD
2022,GMC,Sierra 2WD,18.0,Standard Pickup Trucks 2WD
2022,GMC,Sierra 4WD,17.0,Standard Pickup Trucks 4WD
2022,GMC,Sierra Cab Chassis 2WD,16.0,Special Purpose Vehicle 2WD
2022,GMC,Sierra Cab Chassis 4WD,15.0,Special Purpose Vehicle 4WD
2022,GMC,Sierra Mud Terrain Tires 4WD,15.0,Standard Pickup Trucks 4WD
2022,GMC,Terrain AWD,26.0,Small Sport Utility Vehicle 4WD
2022,GMC,Terrain FWD,27.0,Small Sport Utility Vehicle 2WD
2022,GMC,Yukon 2WD,17.0,Standard Sport Utility Vehicle 2WD
2022,GMC,Yukon 4WD,16.0,Standard Sport Utility Vehicle 4WD
2022,GMC,Yukon XL 2WD,17.0,Standard Sport Utility Vehicle 2WD
2022,GMC,Yukon XL 4WD,16.0,Standard Sport Utility Vehicle 4WD
2022,Genesis,G70 AWD,21.5,Compact Cars
2022,Genesis,G70 RWD,22.5,Compact Cars
2022,Genesis,G80 AWD,22.5,Large Cars
2022,Genesis,G80 RWD,26.0,Large Cars
2022,Genesis,G90 AWD,19.0,Large Cars
2022,Genesis,G90 RWD,19.0,Large Cars
2022,Genesis,GV70 AWD,22.0,Small Sport Utility Vehicle 4WD
2022,Genesis,GV80 AWD,21.0,Standard Sport Utility Vehicle 4WD
2022,Genesis,GV80 RWD,23.0,Small Sport Utility Vehicle 2WD
2022,Honda,Accord,33.0,Large Cars
2022,Honda,Accord Hybrid,47.0,Large Cars
2022,Honda,Accord Hybrid Sport/Touring,43.0,Large Cars
2022,Honda,Accord Sport/Touring,29.0,Large Cars
2022,Honda,CR-V AWD,29.0,Small Sport Utility Vehicle 4WD
2022,Honda,CR-V FWD,30.0,Small Sport Utility Vehicle 2WD
2022,Honda,CR-V Hybrid AWD,38.0,Small Sport Utility Vehicle 4WD
2022,Honda,Civic 4Dr,34.0,Midsize Cars
2022,Honda,Civic 5Dr,32.5,Large Cars
2022,Honda,HR-V AWD,28.5,Small Station Wagons
2022,Honda,HR-V FWD,30.0,Small Station Wagons
2022,Honda,Insight,52.0,Midsize Cars
2022,Honda,Insight Touring,48.0,Compact Cars
2022,Honda,Odyssey,22.0,Minivan - 2WD
2022,Honda,Passport AWD,21.0,Small Sport Utility Vehicle 4WD
2022,Honda,Passport FWD,22.0,Small Sport Utility Vehicle 2WD
2022,Honda,Pilot AWD,22.0,Small Sport Utility Vehicle 4WD
2022,Honda,Pilot AWD TrailSport,21.0,Small Sport Utility Vehicle 4WD
2022,Honda,Pilot FWD,23.0,Small Sport Utility Vehicle 2WD
2022,Honda,Ridgeline AWD,21.0,Standard Pickup Trucks 4WD
2022,Hyundai,Accent,36.0,Compact Cars
2022,Hyundai,Elantra,33.0,Midsize Cars
2022,Hyundai,Elantra Hybrid,50.0,Midsize Cars
2022,Hyundai,Elantra Hybrid Blue,54.0,Midsize Cars
2022,Hyundai,Elantra N,24.0,Midsize Cars
2022,Hyundai,Ioniq,55.0,Large Cars
2022,Hyundai,Ioniq 5 AWD (Long Range),98.0,Large Cars
2022,Hyundai,Ioniq 5 RWD (Long Range),114.0,Large Cars
2022,Hyundai,Ioniq 5 RWD (Standard Range),110.0,Large Cars
2022,Hyundai,Ioniq Blue,59.0,Large Cars
2022,Hyundai,Ioniq Plug-in Hybrid,52.0,Midsize Cars
2022,Hyundai,Kona AWD,29.5,Small Sport Utility Vehicle 4WD
2022,Hyundai,Kona Electric,120.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Kona FWD,32.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Kona N,23.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Nexo,57.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Nexo Blue,61.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Palisade AWD,21.0,Standard Sport Utility Vehicle 4WD
2022,Hyundai,Palisade FWD,22.0,Standard Sport Utility Vehicle 2WD
2022,Hyundai,Santa Cruz AWD,22.5,Small Sport Utility Vehicle 4WD
2022,Hyundai,Santa Cruz FWD,23.0,Small Sport Utility Vehicle 2WD
2022,Hyundai,Santa Fe AWD,24.0,Small Sport Utility Vehicle 4WD
2022,Hyundai,Santa Fe FWD,25.5,Small Sport Utility Vehicle 2WD
2022,Hyundai,Santa Fe Hybrid,32.0,Small Sport Utility Vehicle 4WD
2022,Hyundai,Santa Fe Hybrid Blue,34.0,Small Sport Utility Vehicle 4WD
2022,Hyundai,Santa Fe Plug-in Hybrid,33.0,Small Sport Utility Vehicle 4WD
2022,Hyundai,Sonata,31.0,Large Cars
2022,Hyundai,Sonata Hybrid,47.0,Large Cars
2022,Hyundai,Sonata Hybrid Blue,52.0,Large Cars
